12,-6,0,0.54012743646,1.0438444884,0.41953783556,1.1698835073,0.82256917515,3.9531193446,2.3519086147,1,1,1,105
12,-12,0,0.54067950041,1.1262887063,0.40190712432,1.7300969866,0.64959342641,3.8291441857,2.3762966155,0,2,1,100
12,-7.5,0,0.45323300022,1.1042586376,0.41740186387,2.1250263228,0.62785262355,3.6621029318,2.4041273545,0,3,1,103
12,0,7.097872912,0.41827988332,0.87760804025,0.34041133438,1.8910136373,0.60818067199,3.7132020913,2.3849327384,0,4,1,116
16,0,8.055091573,0.38816376894,0.67595699649,0.26340477375,1.7291464188,0.62410013942,3.8196678703,2.343083075,0,5,1,122
26.5461704,0,7,0.31538982206,0.78009682329,0.21735218039,1.7559854448,0.5558613945,3.8948502607,2.3358439898,1,6,1,125
16,0,6.799516198,0.27558822055,0.88997304623,0.18739784574,1.8308951387,0.52348704946,3.8151214254,2.3637230786,1,7,1,121
12,-6.666666667,0,0.23202053511,0.89837523003,0.17680013866,1.6398413635,0.41118503661,3.9885770881,2.3397135902,1,8,1,104
15.52778572,0,7,0.21028411844,0.80042521077,0.17618681852,1.5714966465,0.46738347152,3.7695067049,2.3123929274,0,9,1,120
17.14973069,0,6,0.18316220467,0.83647650246,0.14331311448,1.5762928159,0.39134454828,4.096723278,2.2825917232,1,10,1,124
12,-8.571428571,0,0.17028684353,0.84278460448,0.12871880693,1.623316642,0.34826249227,4.4184471336,2.2304955432,0,11,1,102
12,-5.454545455,0,0.12523315734,0.84878278723,0.10966070069,1.5826936916,0.2541353842,4.7230680423,2.1070066264,1,12,1,106
10,-5.882352941,0,0.12362773386,0.84896061202,0.11153886542,1.648877738,0.26428134008,4.7092904451,2.1237227618,0,13,1,87
12,0,4.877903448,0.11461181771,0.87033753397,0.097509095679,1.6599624546,0.23448063657,4.8544001436,2.0875972703,1,14,1,114
12.85148884,0,6,0.098941784914,0.84748401202,0.083617143665,1.6345668753,0.20790125041,5.184366644,1.9850722223,0,15,1,117
10,-5.263157895,0,0.095286592781,0.84972536104,0.075391028957,1.602565288,0.16636129447,5.3969942383,1.8954013313,1,16,1,88
10,-6.666666667,0,0.085184980074,0.85151294539,0.069043806534,1.6164992707,0.14790142477,5.5760670926,1.8062809738,0,17,1,86
10.0793684,0,4,0.070914259273,0.8604007079,0.061658441951,1.6219406063,0.13226372405,5.6969493062,1.7477645277,1,18,1,97
8,-5,0,0.066301829749,0.86115463991,0.05870772056,1.6376511426,0.12402587259,5.8191258797,1.6901221435,0,19,1,65
8,-4.444444444,0,0.063318824632,0.86029672706,0.061269855923,1.6690772422,0.13424263013,5.7082263733,1.7385368727,0,20,1,66
10,-4.761904762,0,0.057365474071,0.86106919976,0.056298463857,1.6591371924,0.10977439228,5.8598503347,1.6412335141,1,21,1,89
12,0,5.872743655,0.053547419676,0.85481973567,0.050782398334,1.6518449367,0.097974383569,6.0373700691,1.5300204418,0,22,1,115
7,-4.117647059,0,0.046791981056,0.85548638873,0.049783703616,1.666702358,0.094786354709,6.1038390407,1.4985970524,0,23,1,49
8,-4,0,0.044147398839,0.85682567411,0.047684554794,1.6579794539,0.085667030776,6.2182818545,1.4297191721,1,24,1,67
7.213929307,0,3,0.041597061721,0.86448465404,0.044871990074,1.6648498517,0.082483221358,6.2651119635,1.4038759926,1,25,1,59
7,-3.684210526,0,0.038230875969,0.86529684507,0.04390283063,1.6537685524,0.077668997136,6.3377108569,1.3618213398,1,26,1,50
8,0,3.095423889,0.03432909669,0.86853442283,0.042065732311,1.6567213553,0.075181944121,6.3926195209,1.325434636,1,27,1,76
8,0,3.796660986,0.032734693252,0.86205231405,0.040036257443,1.6504209562,0.072704572982,6.5010923888,1.2585504586,0,28,1,77
8.297240356,0,4,0.027729959499,0.85756158194,0.038521900335,1.6460610836,0.07072229999,6.5947716134,1.1952485704,0,29,1,79
7,-4.666666667,0,0.025571412726,0.8581506642,0.038009077224,1.6495136626,0.068936377601,6.6408426674,1.1597104958,0,30,1,48
5,-3.125,0,0.023878159555,0.85885587389,0.037570139784,1.6559790926,0.067361689542,6.6929519994,1.1256186724,0,31,1,27
5,-2.777777778,0,0.022867449217,0.85905539343,0.037486472973,1.6444729894,0.065711395005,6.7021704202,1.1194569573,1,32,1,28
7,-3.333333333,0,0.020176367548,0.85973455837,0.037038857725,1.6422360868,0.064499683435,6.7488411702,1.0836234042,1,33,1,51
5,-2.5,0,0.016970126487,0.86045732758,0.03666576088,1.6383282974,0.063393630058,6.7965736652,1.0507945495,1,34,1,29
5,0,2.294743002,0.016305814358,0.85493555447,0.036201460135,1.6330944291,0.062911916567,6.8358593565,1.0251574965,0,35,1,39
5,-3.571428571,0,0.014349230363,0.85538918069,0.035931495341,1.6350262762,0.062133516445,6.864558947,1.0011273134,0,36,1,26
6.042156326,0,3,0.013193985713,0.85310567831,0.035441747294,1.6328493427,0.061549103808,6.9154568865,0.96300656179,0,37,1,42
8,-3.636363636,0,0.012093124413,0.85352598348,0.035228414498,1.6321078537,0.061169867889,6.936606135,0.94440283983,1,38,1,68
5,-2.272727273,0,0.011242952531,0.85408835271,0.03498679481,1.6308841149,0.060741512378,6.9667486819,0.92078812195,1,39,1,30
8,-5.714285714,0,0.0094702579023,0.85432767362,0.03485968613,1.6317625476,0.060300038147,6.9778239924,0.91023279963,0,40,1,64
5,0,1.544364012,0.0083430383569,0.85490668819,0.034582136676,1.6323083351,0.060082430028,6.9919890157,0.89795935419,1,41,1,38
7,-3.043478261,0,0.0080390145397,0.85520434389,0.034447293153,1.6319004836,0.059890286753,7.006531247,0.8851677821,1,42,1,52
2,-1.538461538,0,0.007800003218,0.85564090633,0.034256433305,1.6339644971,0.059466445376,7.0358603586,0.86324806126,0,43,1,6
